
   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server
  2025-04-16 10:47:23 /api/torres .................................. ~ 0.30ms
  2025-04-16 10:47:23 /api/clientes ................................ ~ 0.52ms
  2025-04-16 10:47:23 /api/appliances .............................. ~ 0.23ms
  2025-04-16 10:47:23 /api/sensores .............................. ~ 500.41ms
  2025-04-16 10:47:24 /api/torres ................................ ~ 500.23ms
  2025-04-16 10:47:24 /api/clientes .................................... ~ 1s
  2025-04-16 10:47:24 /api/appliances ............................ ~ 500.61ms
  2025-04-16 10:47:36 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:47:36 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:47:37 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:47:37 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:50:28 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:50:28 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:50:28 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:50:28 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:50:30 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:50:30 /api/sensores ................................ ~ 0.30ms
  2025-04-16 10:50:30 /api/sensores .............................. ~ 500.24ms
  2025-04-16 10:50:31 /api/sensores ................................ ~ 0.03ms
  2025-04-16 10:50:31 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 10:50:31 /api/alarmes ................................. ~ 0.30ms
  2025-04-16 10:50:31 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:50:31 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:50:33 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:50:33 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:50:55 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:50:55 /api/sensores ................................ ~ 0.29ms
  2025-04-16 10:50:55 /api/sensores .............................. ~ 500.26ms
  2025-04-16 10:50:55 /api/alarmes ................................. ~ 0.04ms
  2025-04-16 10:50:55 /api/alarmes ................................. ~ 0.24ms
  2025-04-16 10:50:55 /api/sensores .............................. ~ 500.25ms
  2025-04-16 10:50:56 /api/alarmes ............................... ~ 500.25ms
  2025-04-16 10:50:56 /api/alarmes ............................... ~ 500.22ms
  2025-04-16 10:51:20 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:51:20 /api/alarmes/1 ............................... ~ 0.31ms
  2025-04-16 10:51:20 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:51:20 /api/alarmes/1 ............................... ~ 0.22ms
  2025-04-16 10:51:20 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................... ~ 0.34ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................... ~ 0.52ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................... ~ 0.71ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................. ~ 501.11ms
  2025-04-16 10:51:21 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.09ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.26ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.44ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.62ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.81ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.28ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.23ms
  2025-04-16 10:51:23 /api/alarmes/1 ............................... ~ 0.40ms
  2025-04-16 10:51:39 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:51:39 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:52:02 /api/appliances .............................. ~ 0.08ms
  2025-04-16 10:52:02 /api/appliances .............................. ~ 0.32ms
  2025-04-16 10:52:02 /api/clientes ................................ ~ 0.51ms
  2025-04-16 10:52:02 /api/clientes ................................ ~ 0.69ms
  2025-04-16 10:52:02 /api/dashboard/indicadores ....................... ~ 5s
  2025-04-16 10:52:08 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-16 10:52:08 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 10:52:08 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-16 10:52:11 /api/torres .................................. ~ 0.07ms
  2025-04-16 10:52:11 /api/torres .................................. ~ 0.29ms
  2025-04-16 10:52:11 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:52:11 /api/torres ................................ ~ 500.43ms
  2025-04-16 10:52:25 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 10:52:25 /api/alarmes ................................. ~ 0.32ms
  2025-04-16 10:52:26 /api/alarmes ............................... ~ 500.25ms
  2025-04-16 10:52:26 /api/alarmes ............................... ~ 500.47ms
  2025-04-16 10:52:29 /api/alarmes/1 ............................. ~ 254.86ms
  2025-04-16 10:52:29 /api/alarmes/1 ............................. ~ 500.23ms
  2025-04-16 10:58:17 /api/sensores .............................. ~ 500.26ms
  2025-04-16 10:58:17 /api/clientes .............................. ~ 500.48ms
  2025-04-16 10:58:18 /api/clientes ................................ ~ 0.02ms
  2025-04-16 10:58:22 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:58:22 /api/alarmes/1 ............................. ~ 500.27ms
  2025-04-16 10:58:24 /api/clientes .............................. ~ 500.25ms
  2025-04-16 10:58:25 /api/sensores .............................. ~ 500.23ms
  2025-04-16 10:58:25 /api/clientes ................................ ~ 0.03ms
  2025-04-16 10:58:35 /api/sensores ............................... ~ 55.63ms
  2025-04-16 10:58:35 /api/sensores ............................... ~ 55.90ms
  2025-04-16 10:58:35 /api/sensores .............................. ~ 500.29ms
  2025-04-16 10:58:36 /api/alarmes ................................. ~ 0.04ms
  2025-04-16 10:58:36 /api/alarmes ................................. ~ 0.23ms
  2025-04-16 10:58:36 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 10:58:36 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:58:37 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:58:37 /api/clientes .............................. ~ 500.25ms
  2025-04-16 10:58:37 /api/sensores .............................. ~ 500.45ms
  2025-04-16 10:58:38 /api/clientes ................................ ~ 0.02ms
  2025-04-16 10:58:48 /api/clientes ................................ ~ 0.09ms
  2025-04-16 10:58:48 /api/appliances .............................. ~ 0.33ms
  2025-04-16 10:58:48 /api/torres ................................ ~ 500.74ms
  2025-04-16 10:58:48 /api/sensores .............................. ~ 500.97ms
  2025-04-16 10:58:49 /api/clientes ................................ ~ 0.03ms
  2025-04-16 10:58:49 /api/appliances .............................. ~ 0.23ms
  2025-04-16 10:58:49 /api/torres .................................. ~ 0.22ms
  2025-04-16 10:58:49 /api/sensores ................................ ~ 0.23ms
  2025-04-16 10:58:56 /api/alarmes/1 .............................. ~ 77.91ms
  2025-04-16 10:58:56 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:58:56 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:58:57 /api/alarmes ............................... ~ 500.24ms
  2025-04-16 10:58:59 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:59:00 /api/alarmes/1 ............................. ~ 500.20ms
  2025-04-16 10:59:06 /api/appliances ............................ ~ 500.24ms
  2025-04-16 10:59:06 /api/torres .................................. ~ 0.04ms
  2025-04-16 10:59:06 /api/sensores ................................ ~ 0.25ms
  2025-04-16 10:59:06 /api/clientes ................................ ~ 0.23ms
  2025-04-16 10:59:06 /api/appliances .............................. ~ 0.21ms
  2025-04-16 10:59:06 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:59:06 /api/sensores ................................ ~ 0.03ms
  2025-04-16 10:59:06 /api/clientes .............................. ~ 500.41ms
  2025-04-16 10:59:13 /api/alarmes/1 ............................... ~ 0.08ms
  2025-04-16 10:59:13 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:59:13 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:59:13 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:59:26 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:59:26 /api/sensores ................................ ~ 0.30ms
  2025-04-16 10:59:26 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:59:26 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:59:27 /api/appliances .............................. ~ 0.08ms
  2025-04-16 10:59:27 /api/appliances .............................. ~ 0.34ms
  2025-04-16 10:59:27 /api/appliances .............................. ~ 0.03ms
  2025-04-16 10:59:27 /api/appliances .............................. ~ 0.02ms
  2025-04-16 10:59:28 /api/torres .................................. ~ 0.10ms
  2025-04-16 10:59:28 /api/torres .................................. ~ 0.32ms
  2025-04-16 10:59:29 /api/torres .................................. ~ 0.06ms
  2025-04-16 10:59:29 /api/clientes ................................ ~ 0.06ms
  2025-04-16 10:59:29 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:59:29 /api/clientes ................................ ~ 0.02ms
  2025-04-16 10:59:30 /api/appliances .............................. ~ 0.13ms
  2025-04-16 10:59:30 /api/clientes ................................ ~ 0.34ms
  2025-04-16 10:59:30 /api/appliances ............................ ~ 500.23ms
  2025-04-16 10:59:30 /api/clientes ................................ ~ 0.03ms
  2025-04-16 10:59:35 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-16 10:59:35 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-16 10:59:35 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 10:59:35 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 11:00:52 /api/clientes ................................ ~ 0.07ms
  2025-04-16 11:00:52 /api/appliances ............................ ~ 500.25ms
  2025-04-16 11:00:52 /api/clientes ................................ ~ 0.03ms
  2025-04-16 11:00:52 /api/appliances .............................. ~ 0.02ms
  2025-04-16 11:00:53 .............................................. ~ 3m 12s
  2025-04-16 11:11:35 /api/clientes ................................ ~ 0.08ms
  2025-04-16 11:11:36 /api/clientes ................................ ~ 0.02ms
  2025-04-16 11:11:40 /api/sap/clients ................................. ~ 3s
  2025-04-16 11:11:40 /api/clientes/3 ................................. ~ 16s
  2025-04-16 11:11:57 /api/clientes/3 .............................. ~ 0.03ms
  2025-04-16 11:11:57 /api/clientes ................................ ~ 0.02ms
  2025-04-16 11:12:03 /api/torres .................................. ~ 0.08ms
  2025-04-16 11:12:03 /api/torres .................................. ~ 0.31ms
  2025-04-16 11:12:03 /api/torres ................................ ~ 500.25ms
  2025-04-16 11:12:03 /api/torres .................................. ~ 0.03ms
  2025-04-16 11:34:22 /api/dashboard/indicadores ................... ~ 0.09ms
  2025-04-16 11:34:22 /api/dashboard/indicadores ................... ~ 0.25ms
  2025-04-16 11:34:22 /api/dashboard/indicadores ................. ~ 500.23ms
  2025-04-16 11:34:23 /api/dashboard/indicadores ................. ~ 500.21ms
  2025-04-16 11:34:24 /api/clientes ................................ ~ 0.07ms
  2025-04-16 11:34:24 /api/appliances .............................. ~ 0.30ms
  2025-04-16 11:34:24 /api/clientes ................................ ~ 0.02ms
  2025-04-16 11:34:25 /api/appliances .............................. ~ 0.02ms
  2025-04-16 11:34:29 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-16 11:34:29 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-16 11:34:29 /api/dashboard/indicadores ................. ~ 500.23ms
  2025-04-16 11:34:30 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-16 11:34:58 /api/clientes ................................ ~ 0.08ms
  2025-04-16 11:34:58 /api/appliances .............................. ~ 0.30ms
  2025-04-16 11:34:58 /api/clientes ................................ ~ 0.02ms
  2025-04-16 11:34:58 /api/appliances .............................. ~ 0.02ms
  2025-04-16 11:35:01 /api/clientes ................................ ~ 0.07ms
  2025-04-16 11:35:01 /api/clientes ................................ ~ 0.03ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server

  2025-04-16 11:50:17 /api/dashboard/indicadores ....................... ~ 1s
  2025-04-16 11:50:17 /api/dashboard/indicadores ....................... ~ 1s
  2025-04-16 11:50:18 /api/dashboard/indicadores ................. ~ 500.29ms
  2025-04-16 11:50:19 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-16 11:50:26 /api/login ................................... ~ 0.07ms
  2025-04-16 11:50:26 /api/login ....................................... ~ 1s
  2025-04-16 11:50:37 /api/login ................................... ~ 0.07ms
  2025-04-16 11:50:38 /api/login ....................................... ~ 1s
  2025-04-16 12:31:23 /api/login ................................... ~ 0.07ms
  2025-04-16 12:31:23 /api/login ....................................... ~ 1s
  2025-04-16 12:31:30 /api/login ................................... ~ 0.06ms
  2025-04-16 12:31:30 /api/login ....................................... ~ 1s
  2025-04-16 12:31:34 /api/login ................................... ~ 0.07ms
  2025-04-16 12:31:34 /api/login ....................................... ~ 1s
  2025-04-16 12:58:37 /api/login ................................... ~ 0.07ms
  2025-04-16 12:58:38 /api/login ....................................... ~ 1s
  2025-04-16 12:59:40 /api/login ................................... ~ 0.07ms
  2025-04-16 12:59:40 /api/login ....................................... ~ 1s
  2025-04-16 12:59:41 /api/login ....................................... ~ 6s
  2025-04-16 12:59:48 /api/login ....................................... ~ 1s
  2025-04-16 13:01:06 /api/login ................................... ~ 0.07ms
  2025-04-16 13:01:06 /api/login ....................................... ~ 1s
  2025-04-16 14:21:38 /api/login ................................... ~ 0.07ms
  2025-04-16 14:21:38 /api/login ....................................... ~ 1s
  2025-04-16 14:23:54 /api/login ................................... ~ 0.06ms
  2025-04-16 14:23:54 /api/login ....................................... ~ 2s
  2025-04-16 14:23:57 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-16 14:23:57 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 14:23:57 /api/dashboard/indicadores ................... ~ 0.06ms
  2025-04-16 14:23:57 /api/dashboard/indicadores ................... ~ 0.03ms
